Index,UMAP1,UMAP2,ICI_target_map
UCC_Snyder_2849,18.785702,5.0744724,PDL1
UCC_Snyder_2937,19.06904,4.3857703,PDL1
UCC_Snyder_3529,19.076933,4.840145,PDL1
UCC_Snyder_5037,18.588362,4.1929245,PDL1
UCC_Snyder_5122,18.606277,4.4181414,PDL1
UCC_Snyder_5338,18.772743,5.3432884,PDL1
UCC_Snyder_6229,18.36791,5.329012,PDL1
UCC_Snyder_6428,18.310436,5.6515255,PDL1
UCC_Snyder_6800,18.838665,4.494006,PDL1
UCC_Snyder_7577,19.273882,4.901993,PDL1
UCC_Snyder_7729,19.32323,4.6095576,PDL1
UCC_Snyder_8728,18.942173,5.1449413,PDL1
UCC_Snyder_9517,18.728872,4.2467775,PDL1
Zhao_NatMed_2019-Pt003-ar-228,14.533456,-1.2715925,PD1
Zhao_NatMed_2019-Pt003-ar-231,14.664246,-0.87129366,PD1
Zhao_NatMed_2019-Pt013-ar-222,14.206042,-1.7920296,PD1
Zhao_NatMed_2019-Pt013-ar-224,15.071983,-1.7629384,PD1
Zhao_NatMed_2019-Pt013-ar-225,14.836869,-1.9546485,PD1
Zhao_NatMed_2019-Pt020-ar-218,14.83975,-2.0363553,PD1
Zhao_NatMed_2019-Pt020-ar-221,14.61323,-1.3061144,PD1
Zhao_NatMed_2019-Pt021-ar-220,14.651686,-1.9776542,PD1
Zhao_NatMed_2019-Pt021-ar-223,14.68277,1.1068223,PD1
Zhao_NatMed_2019-Pt024-ar-229,14.141828,-1.9950814,PD1
Zhao_NatMed_2019-Pt025-ar-249,14.382514,-2.0513222,PD1
Zhao_NatMed_2019-Pt046-ar-234,13.911655,-1.8164127,PD1
Zhao_NatMed_2019-Pt046-ar-237,14.872094,-1.8823434,PD1
Zhao_NatMed_2019-Pt053-ar-226,14.751205,0.28506768,PD1
Zhao_NatMed_2019-Pt055-ar-247,14.366408,-1.118633,PD1
Zhao_NatMed_2019-Pt055-ar-248,14.534255,-1.1092469,PD1
Zhao_NatMed_2019-Pt056-ar-230,14.741061,-1.6663034,PD1
Zhao_NatMed_2019-Pt056-ar-233,13.870107,-1.943443,PD1
Zhao_NatMed_2019-Pt069-ar-232,14.758026,-2.020506,PD1
Zhao_NatMed_2019-Pt069-ar-235,14.541297,-1.4171189,PD1
Zhao_NatMed_2019-Pt100-ar-245,15.223361,2.9361343,PD1
Zhao_NatMed_2019-Pt101-ar-243,14.68426,-2.0717635,PD1
Zhao_NatMed_2019-Pt102-ar-250,14.895643,-2.0411434,PD1
Zhao_NatMed_2019-Pt103-ar-239,14.094336,-1.836549,PD1
Zhao_NatMed_2019-Pt104-ar-240,14.577144,-1.8886054,PD1
Choueiri_CCR_2016-p014-ar-325,17.142744,5.011539,PD1
Choueiri_CCR_2016-p018-ar-318,15.508554,15.700322,PD1
Choueiri_CCR_2016-p021-ar-301,14.795647,1.8217863,PD1
Choueiri_CCR_2016-p027-ar-866,14.998483,1.0772177,PD1
Choueiri_CCR_2016-p041-ar-306,14.998631,2.8042407,PD1
Choueiri_CCR_2016-p050-ar-551,14.736268,2.1172512,PD1
Choueiri_CCR_2016-p073-ar-324,14.662947,1.6760312,PD1
Choueiri_CCR_2016-p090-ar-331,16.665882,4.6572275,PD1
Choueiri_CCR_2016-p093-ar-345,15.121847,2.7141075,PD1
Choueiri_CCR_2016-p096-ar-333,14.951052,1.263423,PD1
Choueiri_CCR_2016-p099-ar-320,16.351358,4.39648,PD1
Choueiri_CCR_2016-p102-ar-841,15.094567,2.0222425,PD1
Choueiri_CCR_2016-p105-ar-265,14.996954,0.86041033,PD1
Choueiri_CCR_2016-p106-ar-300,14.691262,1.5740578,PD1
Choueiri_CCR_2016-p115-ar-329,14.9080715,1.1875693,PD1
Choueiri_CCR_2016-p117-ar-327,14.689351,2.3069155,PD1
IMmotion150-p01155-ar-28f34,12.198822,14.61706,PDL1
IMmotion150-p03058-ar-c2dad,12.318775,14.173863,PDL1
IMmotion150-p03363-ar-a74ac,11.348403,15.681198,PDL1
IMmotion150-p03418-ar-d867a,16.278208,16.366364,PDL1
IMmotion150-p03665-ar-04d83,9.696186,14.11362,PDL1
IMmotion150-p04168-ar-9925b,10.168007,14.913087,PDL1
IMmotion150-p05361-ar-cd767,10.892505,15.894198,PDL1
IMmotion150-p05370-ar-27be5,8.293019,14.484138,PDL1
IMmotion150-p05544-ar-43b75,12.683335,15.255651,PDL1
IMmotion150-p06184-ar-828f7,11.96391,16.331654,PDL1
IMmotion150-p07343-ar-2bb4a,12.0575075,15.180326,PDL1
IMmotion150-p07850-ar-50704,10.942525,13.633661,PDL1
IMmotion150-p08100-ar-c4519,11.853973,14.42812,PDL1
IMmotion150-p09050-ar-32c34,10.017345,14.565878,PDL1
IMmotion150-p09862-ar-3ec4d,9.512964,14.443212,PDL1
IMmotion150-p10447-ar-3c1db,13.630225,14.669692,PDL1
IMmotion150-p10717-ar-0e5a9,11.500574,14.690279,PDL1
IMmotion150-p11316-ar-e45c7,16.52007,6.7527122,PDL1
IMmotion150-p12053-ar-48bda,10.586294,14.8799515,PDL1
IMmotion150-p13588-ar-5af67,9.155863,15.160081,PDL1
IMmotion150-p14153-ar-71492,12.598934,15.124613,PDL1
IMmotion150-p14538-ar-1e0a2,10.964288,15.176861,PDL1
IMmotion150-p14593-ar-9020f,10.9708395,14.024579,PDL1
IMmotion150-p14998-ar-dc07b,11.379198,15.203749,PDL1
IMmotion150-p16409-ar-85d99,8.847868,16.47498,PDL1
IMmotion150-p16751-ar-7ebff,17.117931,6.759749,PDL1
IMmotion150-p17379-ar-faed6,12.457754,15.106387,PDL1
IMmotion150-p17426-ar-6ae0d,12.293833,13.700678,PDL1
IMmotion150-p17615-ar-f7d9d,11.059991,13.522843,PDL1
IMmotion150-p18226-ar-4f0a6,9.008453,16.728252,PDL1
IMmotion150-p18256-ar-fbb29,11.5941515,13.744707,PDL1
IMmotion150-p18896-ar-ddffc,11.451756,14.9822235,PDL1
IMmotion150-p19016-ar-c751b,11.615467,15.418555,PDL1
IMmotion150-p19507-ar-db0d1,10.002703,13.494132,PDL1
IMmotion150-p20763-ar-edbe1,11.556836,15.690858,PDL1
IMmotion150-p21222-ar-1418a,11.157056,14.480548,PDL1
IMmotion150-p21389-ar-a2f5d,13.519427,14.791758,PDL1
IMmotion150-p21589-ar-55cc6,10.034184,13.743766,PDL1
IMmotion150-p25799-ar-49c4c,15.657933,15.8482485,PDL1
IMmotion150-p26304-ar-d7dcd,10.373961,13.686335,PDL1
IMmotion150-p26467-ar-a6506,10.707598,14.032742,PDL1
IMmotion150-p27487-ar-1478d,11.101515,14.722781,PDL1
IMmotion150-p28132-ar-99560,11.773543,15.30934,PDL1
IMmotion150-p28238-ar-3482d,11.679417,15.251335,PDL1
IMmotion150-p30781-ar-4ae11,11.885064,15.836504,PDL1
IMmotion150-p31107-ar-a401d,12.711179,14.586659,PDL1
IMmotion150-p32412-ar-d386a,11.384179,15.679107,PDL1
IMmotion150-p32845-ar-b9ecc,12.460515,15.580041,PDL1
IMmotion150-p32922-ar-6366a,12.527927,13.962678,PDL1
IMmotion150-p33581-ar-1342d,7.821601,12.366504,PDL1
IMmotion150-p33602-ar-6d415,14.1471195,15.643664,PDL1
IMmotion150-p34855-ar-89f86,13.739681,14.87463,PDL1
IMmotion150-p35317-ar-355c3,12.30333,14.617489,PDL1
IMmotion150-p35813-ar-90caf,11.609988,14.746979,PDL1
IMmotion150-p36298-ar-fad25,11.779017,15.681255,PDL1
IMmotion150-p36954-ar-44107,10.445185,13.726472,PDL1
IMmotion150-p37011-ar-a4d25,13.049893,14.115429,PDL1
IMmotion150-p37093-ar-3d98a,11.194787,13.711373,PDL1
IMmotion150-p37173-ar-293a5,10.849123,13.956209,PDL1
IMmotion150-p38868-ar-e9e28,12.700196,15.231292,PDL1
IMmotion150-p40536-ar-3579c,10.792654,14.04491,PDL1
IMmotion150-p41186-ar-1d209,11.260623,15.392286,PDL1
IMmotion150-p43682-ar-c925d,11.986346,15.963764,PDL1
IMmotion150-p43872-ar-6c7f9,12.278392,13.716811,PDL1
IMmotion150-p44376-ar-ac07f,11.204624,15.000777,PDL1
IMmotion150-p45459-ar-1af67,13.404223,14.52668,PDL1
IMmotion150-p46605-ar-eb284,13.591308,13.9231,PDL1
IMmotion150-p47331-ar-ab299,10.263233,13.139615,PDL1
IMmotion150-p47721-ar-71f6b,13.619011,13.216769,PDL1
IMmotion150-p48663-ar-37ce7,12.958038,14.927585,PDL1
IMmotion150-p48954-ar-37f99,13.628588,15.0388775,PDL1
IMmotion150-p49991-ar-5d93a,16.4491,7.0898466,PDL1
IMmotion150-p50066-ar-6c06c,8.495413,14.610806,PDL1
IMmotion150-p50697-ar-605a2,13.776767,14.032869,PDL1
IMmotion150-p50830-ar-c3b4a,13.617918,13.712913,PDL1
IMmotion150-p50976-ar-26f6d,12.238204,15.411002,PDL1
IMmotion150-p51832-ar-890dd,9.961808,14.932319,PDL1
IMmotion150-p52272-ar-5b320,11.094723,14.304926,PDL1
IMmotion150-p52299-ar-8e4c5,13.386914,14.630652,PDL1
IMmotion150-p52837-ar-02ccc,12.537962,14.257009,PDL1
IMmotion150-p53162-ar-05824,9.847374,14.777342,PDL1
IMmotion150-p53431-ar-d8ed2,10.472583,14.23626,PDL1
IMmotion150-p54120-ar-0f1aa,10.253018,14.153712,PDL1
IMmotion150-p54409-ar-fe8d6,11.160785,15.408929,PDL1
IMmotion150-p55061-ar-46457,9.850882,14.091827,PDL1
IMmotion150-p55684-ar-6de0a,14.851177,15.800672,PDL1
IMmotion150-p55787-ar-a1497,5.1659937,13.035462,PDL1
IMmotion150-p56237-ar-935a8,10.641104,14.029258,PDL1
IMmotion150-p56741-ar-2a443,11.818935,14.015015,PDL1
IMmotion150-p57764-ar-4767e,10.4228,14.217088,PDL1
IMmotion150-p57834-ar-689be,13.824639,15.427295,PDL1
IMmotion150-p58299-ar-b22ec,12.604499,15.162022,PDL1
IMmotion150-p58399-ar-79085,11.998115,16.202433,PDL1
IMmotion150-p59051-ar-41711,13.8026905,15.815349,PDL1
IMmotion150-p59055-ar-4260f,11.801335,14.203432,PDL1
IMmotion150-p59257-ar-6f921,9.126871,13.63484,PDL1
IMmotion150-p59809-ar-82372,11.03682,16.030272,PDL1
IMmotion150-p60596-ar-f566c,11.3981905,14.027062,PDL1
IMmotion150-p60814-ar-1c2a5,13.622104,15.068667,PDL1
IMmotion150-p60815-ar-9d32a,12.087639,14.5816,PDL1
IMmotion150-p61622-ar-fa5bc,16.329006,7.28558,PDL1
IMmotion150-p62140-ar-b5aff,12.841931,14.413562,PDL1
IMmotion150-p63636-ar-c0f7a,12.54929,14.725923,PDL1
IMmotion150-p64208-ar-cb57a,11.082273,14.365482,PDL1
IMmotion150-p65110-ar-1da68,11.300093,15.619861,PDL1
IMmotion150-p65181-ar-d3009,12.33824,14.9219475,PDL1
IMmotion150-p67597-ar-3e120,9.027491,14.665395,PDL1
IMmotion150-p68239-ar-97ff2,9.9031725,14.186036,PDL1
IMmotion150-p69129-ar-219d6,12.375279,14.610068,PDL1
IMmotion150-p69561-ar-e3544,10.807765,14.2,PDL1
IMmotion150-p69645-ar-a30d9,12.341664,14.497733,PDL1
IMmotion150-p69986-ar-f1402,10.533248,14.106998,PDL1
IMmotion150-p71382-ar-b68f5,12.194813,14.654243,PDL1
IMmotion150-p71388-ar-986de,10.894887,13.711884,PDL1
IMmotion150-p71514-ar-e7bfc,12.458002,15.0311575,PDL1
IMmotion150-p72473-ar-24ab7,11.845258,14.307933,PDL1
IMmotion150-p73074-ar-379fe,9.120804,16.534096,PDL1
IMmotion150-p73444-ar-3465e,10.878357,14.7287855,PDL1
IMmotion150-p73644-ar-34124,11.283187,14.69663,PDL1
IMmotion150-p74056-ar-e60f3,11.2663,13.17019,PDL1
IMmotion150-p75429-ar-a2056,13.486885,15.1178,PDL1
IMmotion150-p75903-ar-ea05a,11.956901,14.693836,PDL1
IMmotion150-p76620-ar-e3505,9.362929,14.2078085,PDL1
IMmotion150-p77236-ar-c51eb,11.709828,15.332144,PDL1
IMmotion150-p77592-ar-348b3,12.169697,14.87345,PDL1
IMmotion150-p77606-ar-73bce,12.947803,14.132562,PDL1
IMmotion150-p77642-ar-cbdf8,11.096373,12.999785,PDL1
IMmotion150-p77682-ar-10061,11.797619,15.377777,PDL1
IMmotion150-p77957-ar-88277,16.879269,6.886826,PDL1
IMmotion150-p78200-ar-d4750,12.22527,14.339592,PDL1
IMmotion150-p78631-ar-e9937,13.260813,14.689335,PDL1
IMmotion150-p78812-ar-68e58,13.828807,15.769586,PDL1
IMmotion150-p78903-ar-d309d,15.631344,15.965335,PDL1
IMmotion150-p80740-ar-0d631,10.243499,13.911157,PDL1
IMmotion150-p82037-ar-d9253,12.010879,14.338721,PDL1
IMmotion150-p82438-ar-00760,11.200416,14.611245,PDL1
IMmotion150-p82773-ar-35d10,13.690205,15.763752,PDL1
IMmotion150-p82892-ar-05ee2,11.074808,14.084619,PDL1
IMmotion150-p83356-ar-c889c,9.561582,15.116542,PDL1
IMmotion150-p83425-ar-25f19,11.447696,15.361462,PDL1
IMmotion150-p84637-ar-a617b,9.849038,13.88055,PDL1
IMmotion150-p84792-ar-cf28c,4.9471393,10.687138,PDL1
IMmotion150-p84835-ar-0f59f,13.671473,13.789958,PDL1
IMmotion150-p87325-ar-e7c59,8.677152,13.285655,PDL1
IMmotion150-p87381-ar-053ea,12.82473,14.240524,PDL1
IMmotion150-p87690-ar-e7a69,12.128305,13.8931875,PDL1
IMmotion150-p88355-ar-06384,11.279171,14.008752,PDL1
IMmotion150-p89981-ar-824ee,9.803508,13.959414,PDL1
IMmotion150-p90170-ar-91593,12.862601,13.862222,PDL1
IMmotion150-p90215-ar-05e00,11.869866,15.207091,PDL1
IMmotion150-p90681-ar-3044c,11.050156,13.362873,PDL1
IMmotion150-p90969-ar-eb279,13.396734,15.448262,PDL1
IMmotion150-p91392-ar-c1e57,12.52938,15.537836,PDL1
IMmotion150-p91890-ar-3f780,12.175126,15.558862,PDL1
IMmotion150-p92137-ar-a61f4,13.232537,14.537493,PDL1
IMmotion150-p92156-ar-acf8a,13.222842,15.7056055,PDL1
IMmotion150-p92869-ar-e2339,9.701251,15.111619,PDL1
IMmotion150-p93090-ar-65a4c,13.8263855,15.091512,PDL1
IMmotion150-p96212-ar-544d1,12.286387,15.109943,PDL1
IMmotion150-p96831-ar-c6d32,12.100581,15.064229,PDL1
IMmotion150-p97816-ar-1270d,10.989779,15.766565,PDL1
IMmotion150-p97909-ar-c7295,10.58309,15.545805,PDL1
IMmotion150-p98637-ar-bcb5a,9.338841,12.0767975,PDL1
IMmotion150-p98987-ar-12652,12.487178,15.21323,PDL1
IMmotion150-p99039-ar-ef7b7,8.24647,12.727897,PDL1
Miao_Science_2018-p0005-ar-201,12.594932,16.485716,PD1
Miao_Science_2018-p0007-ar-200,11.757927,15.758934,PD1+CTLA4
Miao_Science_2018-p0010-ar-191,13.408185,16.295395,PD1+CTLA4
Miao_Science_2018-p0011-ar-202,12.681767,16.206041,PD1
Miao_Science_2018-p0012-ar-206,12.305661,15.662072,PDL1
Miao_Science_2018-p0013-ar-204,13.08654,15.112863,PD1+CTLA4
Miao_Science_2018-p0014-ar-199,12.96264,16.436995,PD1+CTLA4
Miao_Science_2018-p0015-ar-194,12.8007145,16.130991,PD1
Miao_Science_2018-p0018-ar-195,12.871727,16.489403,PD1
Miao_Science_2018-p0019-ar-196,9.430873,14.434306,PD1
Miao_Science_2018-p0020-ar-193,12.171064,16.24319,PD1
Miao_Science_2018-p0021-ar-190,12.557127,15.68852,PD1
Miao_Science_2018-p0022-ar-198,12.804669,16.448315,PD1
Miao_Science_2018-p0023-ar-197,12.646593,16.338026,PDL1
Miao_Science_2018-p0024-ar-192,12.342624,16.490036,PD1
Miao_Science_2018-p0025-ar-205,12.481368,16.223307,PD1
Miao_Science_2018-p0026-ar-203,12.503269,16.749624,PD1
NSCLC_Ravi_SU2CLC-CLE-NIVO10-T1,5.297578,0.9031001,PD1
NSCLC_Ravi_SU2CLC-CLE-NIVO18-T1,6.4930243,0.9142541,PD1
NSCLC_Ravi_SU2CLC-CLE-NIVO19-T1,7.3717413,1.8814036,PD1
NSCLC_Ravi_SU2CLC-CLE-NIVO20-T1,15.915861,5.8864255,PD1
NSCLC_Ravi_SU2CLC-CLE-NIVO2-T1,8.040127,2.0722973,PD1
NSCLC_Ravi_SU2CLC-CLE-NIVO3-T1,7.9858785,2.215834,PD1
NSCLC_Ravi_SU2CLC-CLE-NIVO52-T1,7.416914,-0.43930835,PD1
NSCLC_Ravi_SU2CLC-CLE-NIVO5-T1,7.6631184,2.01259,PD1
NSCLC_Ravi_SU2CLC-CLE-NIVO9-T1,19.505627,7.4491405,PD1
NSCLC_Ravi_SU2CLC-COL-1001-T1,7.5571303,0.35729402,PD1
NSCLC_Ravi_SU2CLC-COL-1008-T1,17.13138,5.5749803,PD1
NSCLC_Ravi_SU2CLC-COL-1017-T1,7.320838,1.6873567,PD1
NSCLC_Ravi_SU2CLC-COL-1020-T1,7.3160057,0.9305644,PD1
NSCLC_Ravi_SU2CLC-COL-1021-T1,5.2207046,1.1564558,PD1
NSCLC_Ravi_SU2CLC-COL-1022-T1,5.20147,1.0766107,Other
NSCLC_Ravi_SU2CLC-COL-1023-T1,6.1213455,1.192778,PD1
NSCLC_Ravi_SU2CLC-COL-1026-T1,7.229003,0.25019357,PD1
NSCLC_Ravi_SU2CLC-COL-1029-T1,7.600986,2.1068513,PD1+CTLA4
NSCLC_Ravi_SU2CLC-COL-1031-T1,8.665318,1.2900137,PD1
NSCLC_Ravi_SU2CLC-COL-1032-T1,6.841684,1.7201089,PD1
NSCLC_Ravi_SU2CLC-COL-1033-T1,6.362425,1.414345,PD1+CTLA4
NSCLC_Ravi_SU2CLC-COL-1034-T1,7.694558,2.0201528,PD1
NSCLC_Ravi_SU2CLC-COL-1035-T1,5.8325453,1.774929,PD1+CTLA4
NSCLC_Ravi_SU2CLC-COL-1036-T1,7.053294,2.04793,PD1
NSCLC_Ravi_SU2CLC-COL-1037-T1,7.5024624,2.1836812,PD1
NSCLC_Ravi_SU2CLC-COL-1038-T1,7.4350057,-0.29354644,Other
NSCLC_Ravi_SU2CLC-COL-1041-T1,7.8211894,0.03793483,PD1
NSCLC_Ravi_SU2CLC-COL-1043-T2,6.801819,1.215633,PD1
NSCLC_Ravi_SU2CLC-COL-1044-T1,7.7813854,1.1369563,PD1
NSCLC_Ravi_SU2CLC-DFC-1001-T1,6.6261544,0.8471531,PD1
NSCLC_Ravi_SU2CLC-DFC-1002-T1,7.815343,-0.1187712,PD1
NSCLC_Ravi_SU2CLC-DFC-1004-T1,7.784369,0.90892214,PD1
NSCLC_Ravi_SU2CLC-DFC-1007-T1,5.5650697,1.1732842,PD1
NSCLC_Ravi_SU2CLC-DFC-1013-T1,16.005154,5.9919434,PD1
NSCLC_Ravi_SU2CLC-DFC-1015-T2,8.841594,1.2563205,PD1
NSCLC_Ravi_SU2CLC-DFC-1017-T2,8.923961,0.98813087,PD1
NSCLC_Ravi_SU2CLC-DFC-1018-T1,5.640652,1.3363135,Other
NSCLC_Ravi_SU2CLC-DFC-1019-T1,7.3495927,-0.37018403,Other
NSCLC_Ravi_SU2CLC-DFC-1020-T1,6.4409432,1.062615,PD1
NSCLC_Ravi_SU2CLC-DFC-1534-T1,19.526947,7.472557,PD1
NSCLC_Ravi_SU2CLC-DFC-1536-T1,6.04314,1.8074149,PD1
NSCLC_Ravi_SU2CLC-DFC-1537-T1,7.599349,-0.31821465,PD1
NSCLC_Ravi_SU2CLC-DFC-1538-T1,5.8332515,1.0999414,PD1
NSCLC_Ravi_SU2CLC-DFC-1539-T1,7.944677,1.9504801,PD1
NSCLC_Ravi_SU2CLC-DFC-DF0033-T1,7.9984097,0.33122686,PD1
NSCLC_Ravi_SU2CLC-DFC-DF0107-T1,5.295921,1.6177319,PD1
NSCLC_Ravi_SU2CLC-DFC-DF0108-T1,7.8824277,3.3086152,PD1
NSCLC_Ravi_SU2CLC-DFC-DF0109-T1,6.918313,2.9487855,PD1
NSCLC_Ravi_SU2CLC-DFC-DF0112-T1,16.04086,6.5002985,PD1
NSCLC_Ravi_SU2CLC-DFC-DF0241-T1,8.038114,2.647432,PD1
NSCLC_Ravi_SU2CLC-DFC-DF0499-T1,7.46856,1.0131152,PD1
NSCLC_Ravi_SU2CLC-DFC-DF0510-T1,8.69228,1.0931278,PD1
NSCLC_Ravi_SU2CLC-DFC-DF0512-T1,7.4277196,0.9777763,PD1
NSCLC_Ravi_SU2CLC-DFC-DF0561-T1,17.19492,5.8937364,PDL1
NSCLC_Ravi_SU2CLC-DFC-DF0668-T1,17.107456,6.085322,PD1
NSCLC_Ravi_SU2CLC-DFC-DF0790-T1,16.92471,5.5930085,PD1
NSCLC_Ravi_SU2CLC-DFC-DF0840-T1,6.171952,1.6809446,PD1
NSCLC_Ravi_SU2CLC-MDA-1441-T1,19.299,7.2966743,Other
NSCLC_Ravi_SU2CLC-MDA-1442-T1,7.855303,0.61790395,PD1
NSCLC_Ravi_SU2CLC-MDA-1443-T1,6.468292,1.1979276,PD1
NSCLC_Ravi_SU2CLC-MDA-1561-T1,5.0437865,1.0115821,PD1
NSCLC_Ravi_SU2CLC-MDA-1562-T1,15.280686,15.48017,PD1
NSCLC_Ravi_SU2CLC-MDA-1627-T1,7.8440466,3.1686583,PD1
NSCLC_Ravi_SU2CLC-MDA-1628-T1,5.9539027,1.801884,PD1
NSCLC_Ravi_SU2CLC-MDA-1630-T1,7.5305157,2.8248646,PD1
NSCLC_Ravi_SU2CLC-MDA-1631-T1,8.546956,4.4173856,PD1
NSCLC_Ravi_SU2CLC-MGH-1054-T2,7.4979014,2.1941648,PD1
NSCLC_Ravi_SU2CLC-MGH-1135-T2,19.052164,7.098619,PD1
NSCLC_Ravi_SU2CLC-MGH-1149-T1,6.9054313,0.84595644,PD1
NSCLC_Ravi_SU2CLC-MGH-1161-T2,7.4351087,1.2701584,PD1
NSCLC_Ravi_SU2CLC-MGH-1163-T1,19.060534,7.16745,PD1
NSCLC_Ravi_SU2CLC-MGH-1169-T1,8.659808,1.4441354,PD1
NSCLC_Ravi_SU2CLC-MGH-1387-T1,7.5039616,1.2693591,PDL1
NSCLC_Ravi_SU2CLC-MGH-1411-T1,19.437752,7.4014955,PD1
NSCLC_Ravi_SU2CLC-MGH-1412-T1,7.448077,2.1767895,PD1
NSCLC_Ravi_SU2CLC-MGH-1413-T1,5.588712,1.4283565,PD1
NSCLC_Ravi_SU2CLC-MGH-1414-T1,11.90587,0.11035672,PD1
NSCLC_Ravi_SU2CLC-MGH-1415-T1,7.632887,1.6168555,PD1
NSCLC_Ravi_SU2CLC-MGH-1416-T1,7.0718193,0.23460723,PD1+CTLA4
NSCLC_Ravi_SU2CLC-MGH-1417-T1,7.580131,-0.17179596,PD1+CTLA4
NSCLC_Ravi_SU2CLC-MGH-1487-T1,17.071783,5.491887,PD1
NSCLC_Ravi_SU2CLC-MGH-1488-T1,19.300655,7.2579656,PD1
NSCLC_Ravi_SU2CLC-MGH-1489-T1,5.452148,1.4761184,PD1
NSCLC_Ravi_SU2CLC-MGH-1490-T1,7.3656435,2.0615644,PD1
NSCLC_Ravi_SU2CLC-MGH-1493-T1,16.062546,6.032921,PD1
NSCLC_Ravi_SU2CLC-MGH-1495-T1,5.5901446,1.9439491,PD1
NSCLC_Ravi_SU2CLC-MGH-1501-T1,7.6871295,1.3117683,PD1
NSCLC_Ravi_SU2CLC-MGH-1568-T1,6.2865286,1.5008588,PD1
NSCLC_Ravi_SU2CLC-MGH-1572-T1,6.158585,2.352201,PDL1
NSCLC_Ravi_SU2CLC-MGH-1574-T1,7.9195185,3.2079823,PD1
NSCLC_Ravi_SU2CLC-MGH-1575-T1,6.275528,2.5472817,PD1
NSCLC_Ravi_SU2CLC-MSK-1364-T1,5.8096924,1.614499,PDL1
NSCLC_Ravi_SU2CLC-MSK-1365-T1,5.5739913,0.9563704,PD1
NSCLC_Ravi_SU2CLC-MSK-A2013-T1,6.2522144,1.967953,PD1+CTLA4
NSCLC_Ravi_SU2CLC-MSK-A2014-T1,8.781348,4.831186,PD1+CTLA4
NSCLC_Ravi_SU2CLC-MSK-A2060-T1,16.313255,5.8058367,PD1+CTLA4
NSCLC_Ravi_SU2CLC-MSK-A2075-T1,7.770487,1.8693093,Other
NSCLC_Ravi_SU2CLC-UCD-1124-T1,5.920658,1.4355412,PDL1
NSCLC_Ravi_SU2CLC-UCD-1142-T1,7.6134586,1.3036071,PD1
NSCLC_Ravi_SU2CLC-UCD-1143-T1,7.7388396,-0.002499979,PD1
NSCLC_Ravi_SU2CLC-UCD-1557-T1,7.352391,-0.21395366,PD1
NSCLC_Ravi_SU2CLC-UCD-1560-T1,7.894887,3.4090755,PDL1
NSCLC_Ravi_SU2CLC-CLE-NIVO24-T1,17.329336,5.1305327,PD1
NSCLC_Ravi_SU2CLC-CLE-NIVO31-T1,17.109749,6.3566256,PD1
NSCLC_Ravi_SU2CLC-COL-1007-T1,7.1828294,2.4569907,PD1
NSCLC_Ravi_SU2CLC-COL-1010-T1,6.5487075,2.808514,PD1
NSCLC_Ravi_SU2CLC-COL-1016-T1,8.718124,0.9755205,PD1
NSCLC_Ravi_SU2CLC-COL-1018-T1,7.394053,-0.26115772,PD1
NSCLC_Ravi_SU2CLC-COL-1025-T1,6.930977,2.7612758,PD1
NSCLC_Ravi_SU2CLC-COL-1027-T1,8.881648,1.395702,PD1
NSCLC_Ravi_SU2CLC-COL-1039-T2,16.099123,5.896855,PD1
NSCLC_Ravi_SU2CLC-DFC-1016-T1,6.48199,1.5897009,PD1
NSCLC_Ravi_SU2CLC-DFC-1535-T1,6.367233,2.6421745,PD1
NSCLC_Ravi_SU2CLC-DFC-DF0047-T1,7.9143076,3.083461,PD1
NSCLC_Ravi_SU2CLC-MDA-1444-T1,19.340376,7.307294,PD1
NSCLC_Ravi_SU2CLC-MDA-1563-T1,6.287495,2.1543972,PD1
NSCLC_Ravi_SU2CLC-MDA-1564-T1,17.19706,5.38826,PD1
NSCLC_Ravi_SU2CLC-MGH-1044-T1,6.6383824,2.5606623,PD1
NSCLC_Ravi_SU2CLC-MGH-1055-T1,7.803474,2.6994133,PD1
NSCLC_Ravi_SU2CLC-MGH-1148-T1,16.190027,5.799644,PD1
NSCLC_Ravi_SU2CLC-MGH-1150-T1,15.137945,15.675745,PD1
NSCLC_Ravi_SU2CLC-MGH-1389-T1,7.0494676,2.677625,PD1
NSCLC_Ravi_SU2CLC-MGH-1409-T1,7.468196,-0.21228981,PDL1
NSCLC_Ravi_SU2CLC-MGH-1492-T1,7.178545,-0.06149673,PD1
NSCLC_Ravi_SU2CLC-MGH-1500-T1,17.11594,6.1566114,PD1
NSCLC_Ravi_SU2CLC-MGH-1565-T1,6.983641,2.7988799,PD1
NSCLC_Ravi_SU2CLC-UCD-1137-T1,8.129006,1.2773291,PD1
MEL-IPI_Pat03-Tumor-SM-4DJZY,12.898679,9.844683,CTLA4
MEL-IPI_Pat06-Tumor-SM-4DK12,12.737322,9.292551,CTLA4
MEL-IPI_Pat08-Tumor-SM-4DK14,12.81877,9.524837,CTLA4
MEL-IPI_Pat14-Tumor-SM-53U3C,13.961744,9.865354,CTLA4
MEL-IPI_Pat15-Tumor-SM-4DK1B,13.119403,8.411544,CTLA4
MEL-IPI_Pat16-Tumor-SM-53U3E,12.644266,7.824683,CTLA4
MEL-IPI_Pat19-Tumor-SM-4DK1F,12.792323,10.264086,CTLA4
MEL-IPI_Pat25-Tumor-SM-4DK1L,12.772321,8.066133,CTLA4
